tok	miss	routed	M	coldGate	totGate	margin	coldW	entropy	top8
153	33	320	1	-124.49609	-1220.9961	0.140625	3.8184757	2.51462	11:18.0,6316:17.859375,694:17.71875,310:17.375,9238:17.234375,13:17.203125,321:16.96875,421:16.875
154	33	320	1	-121.54297	-1230.0371	0.15625	3.7490644	2.9914324	694:17.9375,13618:17.78125,8996:17.5625,30323:16.421875,264:16.28125,6970:16.015625,4184:15.625,1381:15.3984375
155	55	320	1	-182.12305	-1184.8799	1.640625	7.9977894	1.360664	524:20.078125,1990:18.4375,264:17.578125,5365:16.515625,8996:16.125,1048:15.7265625,440:15.7109375,4929:15.3515625
156	92	320	1	-302.04102	-1165.6709	1.796875	14.530763	2.9882426	524:18.25,264:16.453125,2144:15.90625,279:15.6953125,24380:15.6484375,16739:15.4453125,76290:15.4140625,799:15.0
157	109	320	1	-360.19043	-1180.1064	0.265625	15.717566	4.0998597	524:16.28125,16739:16.015625,2144:15.9453125,264:14.5234375,25774:14.3125,36307:13.984375,5365:13.4453125,5324:13.3984375
158	116	320	1	-397.26562	-1164.5303	1.609375	14.922073	4.2197003	524:16.59375,2144:14.984375,13:14.9609375,16739:14.9375,264:14.421875,13618:13.609375,8649:13.5078125,348:13.2109375
159	120	320	1	-410.6709	-1176.8174	1.2421875	16.716095	3.5139124	524:17.140625,13:15.8984375,264:15.078125,198:14.578125,1076:14.1875,279:14.1640625,310:13.9140625,37811:13.875
160	257	640	2	0.0	0.0	0.8125	0.0	3.2780325	524:17.140625,13:16.328125,264:14.890625,198:14.734375,1076:14.3828125,310:14.2890625,279:13.8671875,0:13.75
162	276	640	2	0.0	0.0	1.21875	0.0	2.350237	524:18.0,13:16.78125,198:15.984375,310:15.0,1076:14.765625,264:14.46875,279:14.2109375,424:14.1015625
164	288	640	2	0.0	0.0	2.609375	0.0	1.0785	524:19.234375,13:16.625,198:16.15625,310:14.5234375,1076:14.484375,874:14.046875,279:13.9765625,424:13.9375
166	300	640	2	0.0	0.0	3.4375	0.0	0.47802776	524:20.1875,13:16.75,198:16.203125,1076:14.5,874:14.3125,310:13.890625,220:13.5234375,279:13.421875
168	313	640	2	0.0	0.0	3.703125	0.0	0.3547192	524:20.46875,13:16.765625,198:16.1875,1076:14.734375,874:14.078125,25:13.71875,220:13.5859375,0:13.3125
170	346	640	2	0.0	0.0	4.015625	0.0	0.29214332	524:20.484375,13:16.46875,198:16.140625,1076:14.8984375,220:13.6796875,25:13.671875,874:13.578125,0:13.078125
172	344	640	2	0.0	0.0	4.484375	0.0	0.19697468	524:20.859375,13:16.375,198:16.046875,1076:14.515625,220:13.7734375,874:13.6171875,25:13.3359375,0:13.015625
174	344	640	2	0.0	0.0	4.5	0.0	0.17034075	524:21.0625,13:16.5625,198:16.015625,1076:14.3203125,874:13.8125,220:13.6875,25:13.421875,0:13.2109375
176	316	640	2	0.0	0.0	4.6875	0.0	0.14859349	524:21.109375,13:16.421875,198:15.8203125,1076:14.078125,220:13.6953125,874:13.3515625,25:13.1953125,0:13.0234375
178	334	640	2	0.0	0.0	5.0	0.0	0.11651695	524:21.515625,13:16.515625,198:16.15625,1076:14.1640625,220:13.8125,874:13.46875,25:13.1796875,0:12.8671875
180	346	640	2	0.0	0.0	4.6875	0.0	0.15793934	524:21.046875,13:16.359375,198:16.015625,1076:14.5234375,220:13.6875,874:13.390625,25:12.84375,279:12.7265625
182	351	640	2	0.0	0.0	5.09375	0.0	0.11993463	524:21.15625,13:16.0625,198:15.796875,1076:14.1875,220:13.46875,874:13.296875,25:12.6875,4161:12.421875
184	329	640	2	0.0	0.0	5.234375	0.0	0.09837422	524:21.640625,13:16.40625,198:16.015625,1076:14.3515625,25:13.9296875,874:13.7421875,220:13.546875,0:12.8125
186	303	640	2	0.0	0.0	5.953125	0.0	0.061988104	524:22.03125,13:16.078125,198:15.78125,874:14.5078125,1076:14.4765625,220:13.609375,4161:13.1328125,4045:12.78125
188	344	640	2	0.0	0.0	5.453125	0.0	0.08923605	524:21.28125,13:15.828125,198:15.703125,1076:13.515625,220:13.2734375,874:12.9375,0:12.5546875,279:12.2734375
190	648	1280	4	0.0	0.0	5.8359375	0.0	0.08163488	524:21.296875,13:15.4609375,1076:14.9140625,198:14.765625,874:13.3046875,220:13.2890625,279:12.3984375,424:12.2890625
194	1386	2560	8	0.0	0.0	5.8046875	0.0	0.06916121	524:21.53125,13:15.7265625,198:15.578125,874:13.34375,220:13.2890625,1076:13.2265625,279:12.734375,0:12.59375
202	2891	5120	16	0.0	0.0	5.8359375	0.0	0.070021845	524:21.234375,198:15.3984375,13:15.1015625,1076:13.5078125,220:13.2734375,874:12.5078125,6130:12.28125,25:12.25
218	4611	8000	25	0.0	0.0	6.2734375	0.0	0.045350265	524:21.828125,13:15.5546875,198:15.2421875,1076:13.75,220:13.2421875,874:12.765625,25:12.65625,6130:12.5703125
243	4837	8000	25	0.0	0.0	7.203125	0.0	0.023994057	524:22.1875,198:14.984375,13:14.96875,220:13.2578125,6130:12.9296875,874:12.5234375,279:12.2890625,1076:12.1015625
268	4899	8000	25	0.0	0.0	7.8984375	0.0	0.01656509	524:22.359375,198:14.4609375,13:14.3203125,6130:13.4140625,220:13.1484375,874:12.6015625,279:12.359375,466:11.546875
293	808	8000	25	0.0	0.0	4.90625	0.0	0.3978562	524:20.890625,13:15.984375,198:15.8203125,874:15.1640625,381:15.0546875,748:14.9765625,264:14.9453125,2617:14.5
318	1111	8000	25	0.0	0.0	5.7421875	0.0	0.10691128	524:21.59375,13:15.8515625,198:15.65625,1076:14.671875,748:14.4453125,1042:14.2890625,220:13.5546875,1856:12.8046875
343	1261	8000	25	0.0	0.0	6.640625	0.0	0.030914443	524:22.796875,13:16.15625,198:15.5,220:14.2109375,1042:13.78125,748:13.7265625,1856:12.8984375,1076:12.8046875
368	1276	8000	25	0.0	0.0	7.421875	0.0	0.01886917	524:22.875,13:15.453125,198:14.9765625,220:13.9609375,1042:13.46875,748:12.7421875,1856:12.7265625,1076:12.6015625
393	1446	8000	25	0.0	0.0	7.0859375	0.0	0.022742756	524:22.953125,13:15.8671875,198:15.1953125,220:14.1875,1042:13.8828125,1076:13.1171875,748:13.0546875,248046:12.2734375
418	1469	8000	25	0.0	0.0	8.2890625	0.0	0.009873654	524:23.296875,13:15.0078125,198:14.5390625,220:13.765625,1042:13.3203125,748:12.5859375,1856:12.5546875,248046:12.15625
443	292	8000	25	0.0	0.0	8.21875	0.0	0.009532317	524:23.296875,13:15.078125,198:14.390625,220:13.828125,1042:13.328125,248046:11.921875,748:11.9140625,1076:11.5546875
468	446	8000	25	0.0	0.0	8.65625	0.0	0.0062117022	524:23.796875,13:15.140625,198:14.6484375,220:13.8203125,1042:13.046875,1076:12.46875,248046:12.078125,1856:11.984375
493	440	8000	25	0.0	0.0	7.3984375	0.0	0.01806728	524:22.78125,13:15.3828125,198:14.6484375,1042:13.6328125,220:13.5859375,1076:12.40625,748:12.3984375,248046:12.296875
518	345	8000	25	0.0	0.0	8.84375	0.0	0.007852313	524:23.28125,13:14.4375,198:13.8984375,220:13.515625,1042:13.40625,1076:13.1171875,248046:11.78125,748:11.71875
543	427	8000	25	0.0	0.0	8.640625	0.0	0.00723933	524:23.375,13:14.734375,198:14.0234375,220:13.6640625,1042:13.2578125,248046:12.265625,1076:11.75,6130:11.75
568	433	8000	25	0.0	0.0	8.984375	0.0	0.0046564257	524:23.71875,13:14.734375,198:14.1328125,220:13.3359375,1042:12.71875,1076:12.1953125,248046:11.828125,0:11.4375
593	303	8000	25	0.0	0.0	8.359375	0.0	0.007691756	524:23.5,13:15.140625,198:14.1953125,220:13.5546875,1042:12.6640625,1076:12.3671875,248046:12.203125,1092:11.828125
618	209	8000	25	0.0	0.0	8.484375	0.0	0.005197471	524:24.125,198:15.640625,13:15.2890625,220:13.359375,1076:12.4140625,248046:12.1796875,695:11.9375,0:11.8203125
643	222	8000	25	0.0	0.0	9.5546875	0.0	0.003077373	524:24.0,13:14.4453125,198:14.0,220:13.3671875,1042:12.2421875,1076:11.796875,248046:11.4765625,0:11.3515625
668	220	8000	25	0.0	0.0	9.5390625	0.0	0.0032220967	524:23.9375,13:14.3984375,198:14.0703125,220:13.2578125,1042:12.0234375,1076:11.9453125,248046:11.4609375,748:11.3515625
693	258	8000	25	0.0	0.0	9.4609375	0.0	0.0033328775	524:24.0625,13:14.6015625,198:14.203125,220:13.265625,1042:12.5703125,1076:12.2578125,248046:11.515625,748:11.4375
718	233	8000	25	0.0	0.0	9.4765625	0.0	0.003892871	524:23.75,13:14.2734375,198:13.9921875,220:13.0234375,1042:12.546875,248046:11.78125,1092:11.7109375,748:11.484375
743	126	8000	25	0.0	0.0	9.75	0.0	0.002572365	524:24.359375,13:14.609375,198:13.9375,220:13.359375,1076:12.375,6130:12.1796875,1042:11.796875,248046:11.796875
768	62	8000	25	0.0	0.0	9.1875	0.0	0.0041242773	524:23.90625,13:14.71875,198:13.8828125,220:13.1953125,1042:12.65625,1092:12.3203125,748:12.09375,248046:11.9765625
793	71	8000	25	0.0	0.0	9.8046875	0.0	0.0025508623	524:24.109375,13:14.3046875,198:13.671875,220:13.0234375,1042:12.390625,748:11.6640625,1076:11.6015625,248046:11.4921875
818	82	8000	25	0.0	0.0	9.8671875	0.0	0.002513237	524:24.40625,13:14.5390625,198:13.4296875,6130:13.1640625,220:12.8046875,1076:12.71875,248046:12.2109375,1132:12.1015625
843	41	8000	25	0.0	0.0	9.984375	0.0	0.001966181	524:24.375,13:14.390625,198:13.6875,220:13.046875,1042:12.1171875,1076:11.8828125,248046:11.53125,6130:11.296875
868	80	8000	25	0.0	0.0	10.109375	0.0	0.0020711797	524:24.4375,13:14.328125,198:13.9140625,220:13.1640625,1076:12.171875,1042:12.140625,248046:11.6640625,748:11.5390625
893	60	8000	25	0.0	0.0	9.9453125	0.0	0.0025994454	524:24.09375,13:14.1484375,198:13.703125,220:13.046875,1042:12.75,1076:12.3046875,248046:11.34375,1092:11.203125
918	55	8000	25	0.0	0.0	9.8125	0.0	0.0024774487	524:24.328125,13:14.515625,198:14.0546875,220:13.0546875,1076:12.7734375,1042:12.1640625,248046:11.875,0:11.640625
943	176	8000	25	0.0	0.0	10.265625	0.0	0.0020299458	524:24.484375,13:14.21875,198:14.1015625,220:13.078125,1076:12.2890625,1042:12.15625,248046:11.8671875,1092:11.5625
968	104	8000	25	0.0	0.0	10.65625	0.0	0.0016657042	524:24.546875,13:13.890625,198:13.6796875,220:13.1640625,1042:12.546875,1076:11.53125,1092:11.46875,248046:11.4140625
993	143	8000	25	0.0	0.0	11.0546875	0.0	0.0012605628	524:24.671875,13:13.6171875,198:13.34375,220:13.1875,1042:12.25,1092:11.6796875,248046:11.421875,279:11.3125
